"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SECTOR","GFS_GRP","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2021","2022","2023","2024"
"IMF.STA:GFS_COFOG(11.0.0)","BIH.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Bosnia and Herzegovina","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","FJI.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Fiji, Republic of","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SGP.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Singapore","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","0.0","0.0","0.0",""
"IMF.STA:GFS_COFOG(11.0.0)","NPL.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Nepal","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","0.576450565604282","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PHL.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Philippines","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUT.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Austria","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","5.072297647772414","4.745533906715701","",""
"IMF.STA:GFS_COFOG(11.0.0)","PHL.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Philippines","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","DNK.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Denmark","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.3433272795042377","0.1632780494390745","",""
"IMF.STA:GFS_COFOG(11.0.0)","NPL.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Nepal","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","0.414150278800259","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KHM.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Cambodia","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","RUS.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Russian Federation","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AZE.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Azerbaijan, Republic of","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","0.1547157179152647","0.1199669783470812","",""
"IMF.STA:GFS_COFOG(11.0.0)","LAO.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Lao People's Democratic Republic","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LAO.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Lao People's Democratic Republic","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CAN.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Canada","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.7417992684505286","0.5679117929228032","0.4842780778247249",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","United States","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","SGP.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Singapore","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","3.073820636740929","2.543200323077966","2.554008984915349",""
"IMF.STA:GFS_COFOG(11.0.0)","SYC.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Seychelles","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","0.00594465147708228","0.0117007969821994","",""
"IMF.STA:GFS_COFOG(11.0.0)","DNK.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Denmark","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","6.283453962012385","5.535807959136891","",""
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","9.14420106520156","9.28722046849848","",""
"IMF.STA:GFS_COFOG(11.0.0)","SYC.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Seychelles","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LBN.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Lebanon","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KHM.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Cambodia","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","ISL.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Iceland","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","2.033136846822173","1.833048649110945","1.828205841145214",""
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.738027571911649","0.687242362627798","",""
"IMF.STA:GFS_COFOG(11.0.0)","LBN.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Lebanon","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LAO.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Lao People's Democratic Republic","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","NPL.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Nepal","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","0.0641018689356752","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LBN.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Lebanon","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PHL.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Philippines","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","KHM.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Cambodia","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","1.12897475850081","1.15486148374002","",""
"IMF.STA:GFS_COFOG(11.0.0)","MYS.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Malaysia","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","United States","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","10.30931108781553","10.15710061560586","",""
"IMF.STA:GFS_COFOG(11.0.0)","MYS.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Malaysia","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PRT.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Portugal","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","4.222090567466454","3.955239086757539","",""
"IMF.STA:GFS_COFOG(11.0.0)","ZAF.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","South Africa","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","1.66695621334026","2.39898391051126","",""
"IMF.STA:GFS_COFOG(11.0.0)","ZAF.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","South Africa","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","5.2019533931432","5.39836539674594","",""
"IMF.STA:GFS_COFOG(11.0.0)","MYS.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Malaysia","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","2.87632052615438","2.93460295355394","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUT.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Austria","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","1.661106194974156","1.614988249976469","",""
"IMF.STA:GFS_COFOG(11.0.0)","ZAF.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","South Africa","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.742440341799508","1.04548644822151","",""
"IMF.STA:GFS_COFOG(11.0.0)","SGP.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Singapore","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","1.717448220358817","1.847355377851445","1.896973194626528",""
"IMF.STA:GFS_COFOG(11.0.0)","CIV.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Côte d'Ivoire","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MYS.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Malaysia","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","2.62726987130547","2.4921965728622","",""
"IMF.STA:GFS_COFOG(11.0.0)","NPL.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Nepal","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","0.163910907792369","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LBN.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Lebanon","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","1.26392016496681","1.29299190455595","",""
"IMF.STA:GFS_COFOG(11.0.0)","KHM.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Cambodia","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MYS.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Malaysia","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LBN.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Lebanon","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JOR.S13.G2MF.GF075_T.POGDP_PT.A","OBS_VALUE","Jordan","General government","Expenditure by function","R&D Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","RUS.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Russian Federation","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JOR.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Jordan","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CIV.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Côte d'Ivoire","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","MYS.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Malaysia","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","0.670276421101082","0.696795817265052","",""
"IMF.STA:GFS_COFOG(11.0.0)","SGP.S13.G2MF.GF072_T.POGDP_PT.A","OBS_VALUE","Singapore","General government","Expenditure by function","Outpatient services, Transactions","Percent of GDP","Annual","Units","0.0","0.0","0.0",""
"IMF.STA:GFS_COFOG(11.0.0)","BDI.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Burundi","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JOR.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Jordan","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","LBN.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Lebanon","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","BGD.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Bangladesh","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","BGD.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Bangladesh","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUT.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Austria","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","10.07803250112155","9.331061356563747","",""
"IMF.STA:GFS_COFOG(11.0.0)","CIV.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Côte d'Ivoire","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.426165940332202","0.60418371497033","",""
"IMF.STA:GFS_COFOG(11.0.0)","KOR.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Korea, Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","BDI.S13.G2MF.GF073_T.POGDP_PT.A","OBS_VALUE","Burundi","General government","Expenditure by function","Hospital services, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CIV.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Côte d'Ivoire","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","BGD.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Bangladesh","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","CIV.S13.G2MF.GF0712_T.POGDP_PT.A","OBS_VALUE","Côte d'Ivoire","General government","Expenditure by function","Other medical products, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","PRT.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Portugal","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","0.2276970543842654","0.2435383379363533","",""
"IMF.STA:GFS_COFOG(11.0.0)","JAM.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Jamaica","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AZE.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Azerbaijan, Republic of","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","1.490292178809311","1.063995127365501","",""
"IMF.STA:GFS_COFOG(11.0.0)","GTM.S13.G2MF.GF07_T.POGDP_PT.A","OBS_VALUE","Guatemala","General government","Expenditure by function","Health, Transactions","Percent of GDP","Annual","Units","2.440396752746796","2.384574974846439","2.353619542985723",""
"IMF.STA:GFS_COFOG(11.0.0)","MAC.S13.G2MF.GF0760_T.POGDP_PT.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","General government","Expenditure by function","Health n.e.c., Transactions","Percent of GDP","Annual","Units","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","JOR.S13.G2MF.GF0740_T.POGDP_PT.A","OBS_VALUE","Jordan","General government","Expenditure by function","Public health services, Transactions","Percent of GDP","Annual","Units","","","",""
